clean_text,category
are all bjp workers modi should become governor kalyan singh,0
who implemented angel tax upa government who relaxed the angel tax modi sarakar who the lier rahul gandhi,0
"appealing the voters mysuru reelect narendra modi who honest prime minister senior theatre personality sethuram advised the electorate against electing discredited mahagathbandhan leaders
",1
all goes well 2024 god willing and 2029 definitely the india wouldn’ saddled with the problems mal governance during congress years and the going will easier for them than for narendra modi 20142024,1
iss baar tmko harenge jarrur indian history will receive tremendous loss because are going vote for modi and for ravishankar sir,1
under modi the armed forces have dangerously and unceremoniously been brought into public life has nothing been learned from pakistan’ history military dictatorship,-1
issuing boarding passes with photos them isnt this flouting election code conduct misuse office modi railway tickets with his photos too indira gandhi was disqualified for much less 1975,-1
address meetings march april vijayawada prime minister narendra modi…,0
vote for nation vote kar narendra modi appeals everyone during tweetstorm,0
bhai how our daughters will survive islamic india they silently increasing their population fulfill their agenda ghazwaehind,0
now the bhakts will say thay even economic times lying like other,1
narendra modi should not mangle dignity chair mere salesmanship for his political goal candidacy,-1
government which has done nothing for years criticizing whatever modi has done past years,-1
bedi its fine disagreeing with modi but make sure dont vote for the lie lama,1
“ important but equally important don’ ignore the for proud that not have criminal record opponent’ record rather colourful that the voice want south mumbai”,1
next narendra modi the biggest loser the lok sabha 2019 elections going behenji,0
modi gandhi indian mystics split over poll outcome,0
motivating 1st time voters “ first vote for modi campaign” rohit ruwatia coconvener rajasthan bjp professional cell,1
congress support such people who against india hindus islamist congress imran masood threatens narendra modi cut into pieces open saharanpur inc candidate from contest,0
bloody spreading the rumours the face his imminent defeat should tell the country what has modi done that makes him spread lies why doesnt answer why dividing people based religion for the muslim votes and his hate for hindus,-1
neither can laugh nor cry after reading modi rahul need our blessings common indians dont need any healing touch,0
the share regular wagesalaried jobs for women the plfs 201718 shows registered rise since 201112,0
there wont need counter modi parliament bjp wins there will different bjp loses different leader opposition modi any case never seen parliament,0
suna hai deshbhakt modi pakistan pakistan divas love letter likha hai needless say something anymore,0
modi has gifted this new made india weapon forces enemies will have tough time now,1
modis election campaign,0
you want understand the work modi ask property dealers bhumafia,0
just bumped into and activist who made such emotional plea the world behalf rohingya refugees,0
dynasty versus merit the criteria this election modi should win with majority,1
modi during last elections claimed create lakh jobs has been years now where are the jobs instead creating jobs modi stole them with demonetization one dares talk about now,0
how narendra modi has almost killed the indian media via,-1
esm approaching regarding exemption toll tax for esm toll plaza national highways and express ways the govt given cards all esm their toll tax exempted once they move personal vehicle this facility discontinued modi govt with effect from jun 2014considered,0
don’ let the hopes the nation shattered regroup accept the decision ’ modi that matters,0
why need modi again 2019 defeat the forces,0
interview local media various issues 2019 election rise failure modi government curb the black money,-1
modi after election when you form the govt urge you enact law that grants safe return and citizenship all hindus pakistan please,1
telling you right now that modi will win 2019 but that doesnt mean everything end debate that means country going back many years but wont ustand that yeah let,1
who funds the 111 poor farmers who will contest against modi varanasi,-1
but they will nvr forgot operation blue star khakistan will reality 2020 due modi fail diplomacy,-1
modi yogi still have audacity talk about using religion games,0
election council,0
"odisha huge demand for narendra modi masks
",1
absolutely developmentlekin modi agar development karega bhi even den wnt appreciate dat coz brainwashed people lyk dhruv aakash banerjee kunal kamra etc etc,1
neither than shouting congress congress rahulgandhi shouting modi modi 1000 times day,0
"youth drives around nation bike for modis victory
",0
2001 the bjp lost few state assembly seats the byelections due the allegations abuse power corruption and poor administration and the bjp sought new candidate for the chief ministership and modi was chosen replacement,-1
dont need your opinion narendra modi,0
"modi lauds athletes after india clinch 368 medals special olympics world games
",1
when people have nothing against modi they are trying spread this fear which can never reality democracy appeal all just ignore,0
earlier this week akhtar also took twitter express shock see his name the credits the films trailer his name was mentioned among several other artistes the lyrics category,-1
pointadvani thought will “this far further”but the business hate every tom dick harry becomes champion business reason tough climb difficult business hate easyfall precipitousdexterous hate players like modi yogi lurk everywhere,-1
nirav modis firm sends legal notice revenue department stop auction paintings,0
"bjps first lok sabha candidate list out modi contest from varanasi again
",1
modi sold the nation ambanis,0
kashmiri pandit body thanks modi for banning jklf holding malik responsible for…,1
every indian must keep the spirit chowkidar alive within him says modi,1
maam spine shivering judgment death better than conversion our destiny,1
biopic political saga controversies trolling and notice from election commission click here,0
air india probe boarding pass with modi rupani images delhi airport,0
’ absolutely true thease laws scrapped 2017,1
"treat abuses like ornaments modi lakh security guards
",0
"people across country taking pledge become chowkidar modi
",0
year 2001 gujarat modi was offered the deputy chief minister bjp leader but rejected the offer saying was “going fully responsible for gujarat not all” was his decisiveness that made him the chief minister gujarat,1
who gave nirav modi money surely same ppl will not chase him get him back use common sense,-1
wonderful our chowkidar shri narendra modi pride india every aspect every movement salute,1
modi bjp alone may nation believe army confirm bad them hence gave vague stt nation shah threat rahul snack anti democrat autocratic with majority full modi wanted sly appeal for development turn with full majority dictatorial def min stt alike sha,-1
‘chowkidar chor hai’ campaign insult watchmen modi,0
will vote for him the name modi but otherwise isnt worth penny,1
thank you modi time resolve all issues including kashmir imran khan pms pakistan day message,0
"today every indian saying main bhi chowkidar modi
",1
"
today’ youth want job creators and not just job seekers youth think big and take risks they need someone believe them modi govt does
via namo app",0
what why was quoting nirav modis account the first place stupid,-1
"honesty over dynasty vikas over votebank politics modi presents govt’ report card slams congress
",0
the person saying this also shouted modimodi first should hit first,1
the fastest growing economy the last yrs aggregate considered all said and done nothing beats the publicity spending modi,0
she not minor islamic standards the rape major legal shariat,1
only modi ✌️,0
"our government works with the spirit ‘india first’ instead ‘family first’ modi
",1
answer what your review the song main bhi chowkidar released modi the behalf election campaign for upcoming lok sabha elections 2019 samavedula venkata rama sastry,1
"from jeep scam spy scandal modi warns that congress can again
",0
modi save ☺,0
how much did modi giving pension any state the country whihc bjp rule giving atleast these many members stop shit only 1520 given cnetral that too only for few not all first know that,1
every one support modi,0
madam ‘ most basic ability salesmanshiphe has used the same the most clandestine way influence the common man sold him the dreams which will never come true now has openly shown his business card with salesmen written all capitals,1
"watching out for the nation ‘main bhi chowkidar’ inspiring people rallying them for greater purpose
",1
"from hinduism you demonetization
now understand you are modi hater thats default you have become hindu hater rice bag convert any chance",0
stupid modi face was violation code what abt the name delhi airport bloody slave,-1
how many world leaders this surely modi making proud,1
"modi’ ‘main bhi chowkidar’ campaign has got the youth excitedfind out how
",1
latest modi backers arrested bjp slams ‘gathbandhan goons’ the newshour debate,1
another news muslim family attacked hindutva mob last year aug muslim man was beaten and forced shave his beard you may not subscribe hindutva ideology but you support for modi you end strengthening his fascist policies,-1
"modi prime minister with vision think and only good some time get success some time try with new idea but not like congress who only think how and from where loot the money
",1
who after modi with amit shah’ nomination bjp sets succession plan for 2024 via thanks,1
"huge fan modi gujarat offers free ‘modi pede’
",1
with disrespect mind says modi for several internal reasons india but deep down heart always congress,-1
"reallife ‘chowkidars’ are all praises for modi’ movement
",0
through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections republic world via thanks,1
veteran actor shabana azmi sunday said the makers the upcoming film narendra modi deliberately added her husband lyricist javed akhtars the credits mislead the audience,0
crony capitalism its peak under modi rule,0
"body thanks for banning holding responsible for their ‘genocide’
",1
this the spirit most ppl who support bjp are not blind fanboys obsessed with modi they back him when right and blast him when being silly politician perfect but modi far the best amongst the current crop,1
and our eam has the audacity question pakistan forcible conversion shame her,1
modi will provide puncture repair kit chhota owaisi after 2019 election,0
attention election commission after railway tickets now air india boarding pass bears pics modi,0
maybe should call himself myntra jabong narendra modi instead chowkidar,0
meanwhile doing wonderful campaign bringing real issues with hashtag ोीींु्ेेआइये all the poll promises modi and their reality are archived brilliantly watch this space,1
"modi covers 100 seats states campaign trail get nations political pulse
",0
common hindu citizen modi after being told that modi hindoo hriday samrat will fight against corruption,-1
breaking news jem chief masood azhar dead some modi bhakts spreading lies just for votes the demon still alive has killed genuinely not rumours,-1
shame uttar parades government and modi government,0
"
choose modi for better future our country ",1
"narendra modi address lakh chowkidars wednesday
",0
"indian watchmen respond modi’ campaign
",0
understand his ambitions making expecting hung lok said doesnt like modishah policies should come out open people dont appreciate his cat wall approach people appreciate his indirect jibes modi another shatrughan the making,0
lutyens falling all over this scamster intriguing they will finally make him say that modi failure raga gift the gods wait watch,-1
sardana keep finding and spreading such statements muslim leaders this will help polarization votes favour modi shah,0
pakistani tato modi gali deta shame illutriate person yeh gali mehboba agar bole koyi fer toh kya bolta first pakistani tato govt made with bjp that time was coma presently without brain,1
why being hated all fake issues raised rafale balakot judge loya’ death bank loan waiver jnu issues evm gst demonetisation nirav modi mallya the issues economy every time tweet fakery manufactured issues sad,-1
these feudal goons are frightened due modi with modi top all the corruptscriminalsblackmailers dalals have panicked and joined together stop modi who unstoppable,1
social media lampoons modi’ evolution from chowkidar salesman,1
how modi government transformed indian railways lets have look the timeline via thanks,1
drag this jds mla the road guve him taste public justice and then should modi modi repeatedly even you dislike modi because who the hell stop people from having their personal choices elections,-1
welcome bjp welcome modi,1
this great example modi nomic most wont understand prachar bhi kamai bhi yeh tshirt free mei toh nehai milte ppl are paying for promoting modi,1
"modi govt which realised the pains that poor women undergo especially rural areas with policies like ujjwala saubhagya jan dhan swachh bharat they are now living dignified healthy life
vandematram",1
despite the dumbness the headline not mention the source itself some seemingly educated people still share this stuff quench their antimodi thirst what time live,1
swear this guy turns his location would under modis gaand,0
dear india will turn you bankrupt getting you into arms race and finally you may have appliances but cannons missiles feed them modi has succeeded making your begging bowl bigger and bigger fyi,0
sir hamari pic dhyan dothis water supply are gettingu can’ even smell itbut forced use dis wash our vessel take bathit’ sewage watermodi bjp walo sajis haiwo apko kaam nahi karne denge but pls aap solve karo probgali,-1
evry modi bjp supporters pls follow will 100 follow back,0
you mean anyone but modi,-1
country prospers when the women the country are leading the forefront are supported every endeavour their lives modi govt focussed policies where women have been enabled with the power empower themselves and the nation,0
india’ rankings have nosedived under modi anticipated due greatness bjp,-1
like modi love letter,1
with pitroda tweet lohia blog modi shows how maximises social media polls via thanks,1
corrupt indians responsible for relative failure employeesjewellers builders neutralised the benefit demonetisation one cant blame modi for thatu cant stop vaccination against illnesses health workers not sincere their job,-1
modi engaged celebrities increase his twitter visibility study reporters today,0
"apj abdul kalam homi jehangir bhabha and the person who receives the nobel prize the world did not use yoga after that people also made good the world and making our country super power list people yoga
asaram
ramrahim
modi
yogi
ramdeb
all rss all bjp
all rambhak",1
yes aware you corrected yourselfstating her nationalitybut you know what you did there the implications are evident especially when the msn smear tactics followed about modi,1
leaving aside for the time being the idiocy this statement show modi doing shirshasana,-1
vajpayee era passe also did his best now modi era started are liking his style,1
stopping the appeasement the name minority this the reason hating modi then god save give one reason why anyone should ans first place options masters are giving the country didnt see any vision doc from thughbhandan,1
was free templatesbut making false claims and unnessecery noisemaybe just for publicity the name bjp modicheapness its peak,-1
don’ have agree with everything modi says does but far the best person lead india need modi again,1
modi visited mazar bahadur shah zafar myanmar and remembered his great contribution only writing what modi expressed,1
these are actually running the country and govtnot modiits true color hindu terrorism,1
"images ursula andress from james bond movie resurface sonia gandhi’ photographs individual users facebook were the forefront sharing these images including facebook group support narendra modi 2019
",0
hope you say its okay decision fight ameti confirmed would great relief support congress party all over india except delhi aap kejriwal should the fight against modi,1
have nri friends who hate work with muslims refuse buy from shops run muslims cancel uber the driver has muslim name and purposefully give bad reviews screw them over you cannot put words the damage modi has done such hatred now normal,-1
sir irrespective the focus bjp centre and modi trust them for whatever decision they take need stand united,0
salesman the year award goes modi ambaniadani national loot corporation ltd,0
your show more like astha programme where just god word replaced modi and bjp,1
how many powerful top level politicians have ever been convicted any crime the indian courts the last yrs hardly the fact that criminals like modi and shah got away reminder how broken our criminal justice system,1
aimim chief asaduddin owaisi criticises modi for launching merchandise ‘after all the jobless youth victims demo gst modi’ ilaaj buy tshirts from him’,0
sir you ignore such people nobody cares are firmly with you modi,-1
don’ know logic not giving seat peteralphones only person who had created anti modi and pro rahul wave thro his relentless media debates almost daily basis for the past years this can checked with data’,-1
evry modi bjp supporters pls follow will 100 follow backnamo again,0
modi said almost the same gujarat 2017 campaign and worked,0
the election fix will narendra modi and rahul gandhi run the gauntlet south india via thanks,1
new post back modi for better governance security says shah,1
dont worry sir have created the entire mood for the common people that give vote modi and win from 400 seats,1
defeat modi from varanasi with lakh margin give india intelligent and learned kashi city gods varanasi worlds oldest city baar dont want feku from gujrat,1
opposition wants defeat modi but they don’ have leader for says amit shah agra via thanks,1
dont think sothey stand because its modi for bengalaru south will never deny that,0
the looks modi haters plan either implement sharia mao,0
why cant you say vote for modi,0
save democracy bengal this nothing but showing their political power who putting pressure media not show such news who danger democracy modi mamata,0
are this kind attacks happening after modi got elected 2014 den wat will call attacks kashmiri pandits sikhs during emergency thousands dis kind attacks wer der before 2014 but dey never got highlighted modi forever,1
unafraid modi bjp the rss only believe one principle that truth and here’ the unadulterated truth for you – youth karnataka wake – you are being robbed every day chowkidar narendra modi the man profiting anil ambani,1
the suspense over naming candidate for bengaluru south continues with reports coming that rss sympathiser tejaswi surya could fielded obvious attempt thwart any allegations dynasty politics against narendra modi,0
ask masood about his statements for modi,0
its called modi fobia this should included oxford dictionary,0
modi this time,0
"mahagathbandhan has turned out mahalathbandhan not successful any state yet
country above political party has turned out political party above country
and
modi hatao has turned out apni party bachao
✌️
",-1
"five years ago modi sold dreams the country and today selling tshirts
",0
"people are not being awakened yet they feel that the alliance the only futurei not think that running country other than narendra modi not under the control chamcho
namo namo ",-1
india need able well behaved person like rahul gandhi not chowkidaar busy with anil ambani nirav modi and nawaz sharif birthday party,1
there could relationship between narendra and neerav,0
sir whether one likes not opposition has made this election all about modi and losing the plot media too doing the same 2019 like 2014 has become election where voter are being forced decide chose modi not,-1
shah only there long modi reigns,-1
modi sahab doesnt need utter word retaliation those who have been barking bad about him his best revenge would his reelection power modi 2019,1
hey bro its democracy and majority wants modi then all you can organize and make urself popular choice next elections till then respect the democracy and respect the and criticize basis merit simple that learn accept defeat with honor,1
final days government adani project jharkhand becomes indias first power sector sez,1
the great modi trap ways congress has walked into via thanks,1
bjp 350 nda 400 modi all,0
say thanks modi,1
yes people are blindly putting chowdikar front his names and believing modi giving crore jobs year,-1
abstain from voting this hypothetical pole ayega modi,0
india prime minister2019 lok sabha elections bjp leaders including modi who bag important seats abp news,1
sir good afternune sir your party leaders and jds leadrs are critics pmo shri narander modi badly words and personal attackes correct sir,1
"muslim countries are modi jis puppet
they cant dare fullfil your dream did you forget modi bombes islamic pakistan and not single islamic country spoke single word against alsi sushma addressed oic you jahil jihadi rifat",-1
abe desh bechne achha hai tshirt becho and you are right this time also ppl will deliver they will again ealect,1
thats why kicked them out 2014 now modi has answer yedurappas diary,0
2012 modi factor 2017 antiincombuccy many years saurashtra region voted heavily favor congress,1
was given that chance post 2009 when bjp lost badly under his leadership was even then was adamant hold onto power even after 2013 nomination modi candidate writing wall was clear for him,-1
surely sir will spread this news much possible and also vote for modi,1
they gave terrorists biryani fed them bombs yogi adityanath draws parallel between cong bjp abe biryani tere bap modi ney khaya tha jjoot bolta besharsn,0
dont understand whats his problem with namo profession kunal you are comedian this joke pity being comedian statement and against modi shame its just showing better know are filthy piece shit and nothing more,-1
seems print running out ideas counter modi juggernaut,0
bet some crony modi gaining from this whole plug for event,1
open the link see the dirty politics modi pls watch this video till end share this for change the route 2019 election,-1
"comic modi responds swamys comment chowkidar
via ",1
nobody will know you are unskilled and useless piece shit you blame modi government for unemployment,-1
jitne puri godi media bikee modi hatho,0
this time blind faith modi… absolute hate for congress milind deora via thanks,-1
"brahmin can’ chowkidar subramanian swamy taunts modi
",0
tathagatha roy wants boycott kashmiris kalyan singh wants bjp win again dont need democracy now declare modi emperor and mukesh ambani the crown prince life will much easier,1
love see modi wearing his namo tshirt his rallies only that way hell prove himself bigger narcissist than adolf hitler,1
asaduddin alleged was major lapse the government’ part that terrorist carrying 50kg rdx slipped through the security measures and manage kill crpf troops,-1
modi acting like chowkidaar working like salesman traveling like tourist guide living like entrepreneur,0
when fuel prices reached record highs average indians struggled make ends meet the ever gloating modi govt was suddenly mute whats the price for hypocrisy,-1
just for elections opposition takes centre over nirav modi arrest,-1
what wrong with you people india must that ganga water how does that help you with anything life you hindus suck modi off hard understand doesn’ have wife but still take easy,-1
new delhi boarding pass issued air india with pictures prime minister narendra modi and gujarat chief minister vijay rupani has come under,1
nope  who said you this according work should have been chooses again but you know politics that’ what modi here now knows how get votes because without jhumla who votes india,0
are all workers should become governor kalyan singh,0
india needs good governance and vision both amply being worked modi not fancy words cherry picked showcase the prince bloopers who not good with any them difficult times known fly away thailand,1
reduce bjp bihar stop modi godi rath bihar,0
mosadai modi anayam for this judgement helps ammk move into next level,0
dont agree with most the times but this agree 100 with him modi has business doing this after holding pms post,1
crush jaws those who shoutmodimodi says jds mla via thanks,1
vote for safe india not for modi terrorist anti muslim,1
have not trust indian air force and asking proof for air strikebut cheap congi people have blind trust imran ask imran khan for proof greeting modi,-1
modi lead bjp gathbandhan has lost the 2019 parliamentary election due arrogance abusing opposition rafael demonetization cagand harassing opposition with the tools cbi income tax fera and jumlebaazi,-1
looking into says air india modi picture airline boarding pass very soon they will replace mahatmas photos with namo currencies well,1
wah modi wah here sell tea not confirmed become sell garments thank you for inspiring bhakts,1
bjp remain third 2014 with the defeat margin 308000 votes during modi lahar and now the bhukts are dreaming winning the seat,1
yes yes yes modi govt historical because has destroyed the office governor should order action against kalyan singh,1
recorded calls from narendra modi has been doing the rounds too just clarify that too then,0
vikas yatra empowering youth with opportunities via thanks,1
many 111 farmers from have decided fight the electoral battle against and file nominations from varanasi,1
stop modi govt come back into the power sir why dont you fight again stop them aap bhi kamal karte,0
kalyan singh working constitutional post governor not his wisdom canvasing for modi bjp still want one stop him step down from the post,-1
"always surprises when otherwise intelligent people appreciate this fake person
abuses hurled narendra modi are unparalleled narendra modi hasn’ abused him except saying shahzada last time this time namdar aware what defines india not",1
can help them teach them how code,0
what kind country are living inin the name hindutva muslims are being beaten upi hindu and have read the ramayana the gita and the hanuman chalisia nowhere any these texts written that muslims must beaten ” kejriwal,1
commentary rahul gandhi’ reluctant bid rival indias modi via,0
how you people abusing modi you will dig whole for your party,1
super cute,1
jaise jhoothe kahin nahin milenge agenda vision work morning noon evening night only one thing modi modi modi modi modi modi pagal gaye hai,0
modi has been targeting mallikarjun kharge kharge our senior leader and has excelled whatever has done one has vouch for kharge,0
mani shankar aiyar embarrasses india pakistan says remove modi government solve issues hamein aaiye inhein hataiye bring the congress remove him aiyar reportedly said when asked about how his party suggests the dispute over kashmir resolved pti,0
our honorable prime minister modi still not understanding completely the demand bihar few time rectify his mistake perhaps its not mistake modi sir but the three royal man hidden side the tenets modi which governing india really and hiddenlly,-1
equation simple you want development vote for modi you want bad future for your kids freebies terrorist attacks communal agenda etc then you are free vote for congress pappu,-1
the congress has always fought for the poor have always prioritized the youth the country the region today has got jobs students have reserved seats medical and engineering colleges modi promised give lakh jobs where are these jobs,-1
ask tat basterd was doing when was rbi governer tat branch pnb not audited where nirav modi was getting lcsafter this guys period governer over scam unearthedtottlay was doing work for corrupt congies,-1
modi would magnanimously distribute these shirt free cost then willing take part his ौीाी campaign have lot poor neighbors who are haplessly unemployed they are saying could join his ौीाी campaign any wage least 2tshrt,-1
she wins then she will not remain modi stooge she will independent bjp will not like such people,1
narendra modis return necessary for country and society rajasthan guv kalyan singh,0
there you,0
har har modi song out now,0
today every indian must take pledge bring back modi and discard the corrupt pakistan spy 2019 election,-1
frds dont take his comments lightly dont take voting seriously and holiday voting daydigvijay singh kind person will your home minstergo out and vote for modi dont ease till voting happens,1
modi biopic producer clarifies music credits given javed akhtar modi biopic producer clarifies music credits given javed akhtar source tie,0
rahul gandhi sir modi legend our generation not you are modi king and this generation anything for modi love modi modi hai tou kal hai,1
only one choice modi,0
eam have decided not criticise bullshits before 23rd may 2019 else,0
modi meetings andhra pradesh march april modi meetings andhra pradesh march april piyush goyal release party manifesto tomorrow source,0
one vote can make all the difference anil kapoor answers modis election 2019 clarion call extends support his vote kar campaign republic world via thanks,1
yes want see this movie great narendra modi,1
documents reveal modi and javadekars war indias environment via thanks,1
equation simple you want development vote for modi you want bad future for your kids freebies terrorist attacks communal agenda corruption etc then you are free vote for congress pappu,-1
why this hatred for modi you even have reason there only fashionable hate modi some quarters,-1
you such disgrace our country just can’ talk about ones mistake but want always use your hate against modi evident shame you,-1
"why choose modi 2019 londonuk hyper loop rail start ahmedabadjaipurdelhi route
t20 rail start ayodhya citysri lanka route internet first start bharat then usa and china spoilling rahul and sonia career jai hind jay jawan start",1
modi kitna faltu time hai  whatcha this,0
vote for modi support for modi,0
hey governor asking vote for modi  know cant take any action you are alliance with bjp but its utter shame and joke constitution this country,1
massive crowd the rally bjpshiv sena kolhapur see the crowd without modi,0
‘chowkidaar mentality hai’ the insinuation that narendra modi has the crookcheap mentality regular chowkidaar respect for ordinary hardworking indians,-1
how real fought and won case against gujarat govt over minimum wages modiled bjp govt hired him for 1500 per month,1
delhi bjp chief manoj tiwari met yesterday she welcome join the bjp she can campaign for narendra modi priyanka gandhi and congress have lied about sapna chaudharys joining,1
thank you for making vote for narendra modi,0
what want eam,0
know rahul dynast but hes not tyrant like modi india can afford dynast but not tyrant,0
the central government led the prime minister has taken the country forward the path progress and has achieved many milestones development once again modi government will lead this country and india will become strong with सबका सबका िा,1
shah modis successor then liberals will have place hide modi was modest but shah will ruthless,-1
this the which wanted woman patient admitted the hospital was allegedly gangraped group staffers apparently cctv cameras the hospital were switched off during that time,-1
tripura stage set for narendra modi’ poll campaign trail april next,0
just cong did rajasthan chattisgarh cong will write off farmer loans all india this will undo affect modi’ neglect farmers,0
modis partner,0
imran masood had once threatened chop modi into pieces his ideology different from terrorists like masood azhar disgusting who gave ticket this terrorist they are rewarding communal bigots who want kill modi,-1
and the bastard teaching modi how treat minorities pak truly rogue country with malicious attitude,0
the high life nobels she has milked her opportunity many times over for personal business and self propaganda need modi government many years come god bless him,1
million more farmers receive two instalments pmkisan modi government,1
hate modi,-1
centre state govts working together make india tbfree 2025 narendra modi ⁦,0
modipk strikes trumpmueller report and netanyahugolan heights political victories ahead the polls more years memes with their faces ‘ ‍♂️‍♂️‍♂️,1
"deals should done this way and government has set example nowhow defence deal are done fast way
due previous governments lack decisive leadership defence deals our was deprived from its airpower for such long time ",-1
bjp neta toh baat kar lee about mrs sonia gandhi let talk about narendra modi’ mother and father’ profession what they used for living public janana chahti hai just for knowledge sake like all know about gandhi parivar either bad according bjp,-1
vote kar modi reaches out popular personalities sunday tweetstorm via thanks,1
leading the campaign for bjp india must bring fond memories iji redux pmln which all the more interesting considering how fond modi mian saanp,1
big fan yours indian hindu not big fan modibjp saw your episode indian elections which didnt think was well researched its extremely one sided many facts are overlooked request better episode pls,1
but modi democratically elected prime minister india the country gave him the mandate and whether you like him not you have respect the mandate democracy his earlier comments modi were extremely gruesome and distasteful,-1
waiting see the usual anti modibjprss slant blaming them for the gold customs seizure fracas course corruption trinamul ‘family’congress ‘family’ are always blamed bjp revenge politics police serving trinamul threatening customs,-1
2611 attack narendra modi trying help pakistan via thanks,1
after election loss modi wont able sell these tee shirts for,1
same approach used his fascist buddy modi india,0
"fake picture
please come blore contest are ready with modi will silent one",-1
"does this trick narendra modi creating awareness about voting and take all the votes into his favour
",0
why should afraid when comes power once again there anything hide from public part any major corruption that really haunts him normally corrupts and terrorists are only afraid modis come back,-1
aapka sapna tho kabhi poora nahi hoga better and sell medicines modi will back,1
one who have put their intelligence and national interest ransom for few rupee are hating modi there modi hate club,-1
new power capacity only 21mw historic low but advertisement shown that modi electrification india,1
narendra modi campaign odisha march and april times india via thanks,1
"interesting point note here indian democracy not elect elect mla
modi was projected bjp udon’ worry post election election another name for will emerge its own you are more educated intelligent than modi select people better than ",1
amethi will see mrs irani whom modi removed from burden dropped modi ethics forcing behave arrogant slyly get off that too woman candidate who only praised innocently modi wrong policies head must leave bjp not join congress,0
"‘ you don’ vote you have right complain’ parineeti chopra ekta kapoor sidharth malhotra strongly respond modi’ ‘vote kar’ election 2019 initiative
",1
you have the guts tell which dreams modi sold and not track accomplish them not officially declare that you are not neutral and just hate modi behalf the opposition parties and whats wrong with selling shirts you dumbo,-1
vote kar narendra modi appeals everyone during tweetstorm via thanks,1
such people deserve hold constitutional post politics india reaches new low calls ‘demon’ jds mla wants ‘crush jaws’ modi supporters added that modi wants put minorities jail through the legislation,1
looking into says air india modi picture airline boarding pass india news,0
attack mufti sahib was attempt create classic black swan event pakistan coward modi endiabut always allah almighty saved mufti sahib pakistan from tragic situation,-1
modi perhaps the only who has understood the importance clear understanding foreign affairs and has set forth with perseverance sum ’ national interest first while working towards vasudevay kautumbkam,1
what modi and bjp did after they win removing all the cases them you have mistakenly wrote bjp manifesto here,1
once again modi government air travel made affordable for all,0
closer look india’ economic challenges,1
"modis challengers tell how bad not how good they are for the people for the country
",1
really appreciate and vote for modi,1
best luck appreciate your choice party under leadership modi and will hope good work favour country dont work like sidhu,1
modi will back double power,0
what this ips would have told modi who was ranting outside taj palace while the operation security agencies was,0
"vote for modi saffron extremism future for india
vote for others better future for india",1
supreme court notice cbi disproportionate assets case against mulayam akhilesh this petition had filled congress member 2007 and these goons going blame modi anyway our country politics fall down such dirty way,-1
the sheer ruthlessness and cruelty demonetisation should enough throw modi and his government out thumped his chest and declared was solely responsible for you still vote for him shame you,1
will give modi whistle and cap wants chowkidar akbaruddin owaisi read story,1
"this the last word about muslims
",0
documents reveal modi and javadekars war indias environment,0
"who wants unpadh ganwar again absq asq bsq 2ab
chowkidar modi says this 2ab extra ‍♂️ ",1
based true story favorite thing from the narendra modi biopic trailer,1
yes they all know whats the net worth modi and whats the net worth dynasts india even stalin and his family outweigh big time industrialists india you are ready discuss about that,1
that true did you see modi out cleaning the roads whilst you were india,1
‘modi government’ track record splendid nda cleaned upa’ mess’ noted economist arvind panagariya,1
gave 30000cr anil ambani misused 593cr mplad funds profited massively shirdi scam ensured his sons turnover went 16000 times thats why are saying,0
"111 tamil nadu farmers contest lok sabha election against from varanasi seat
",0
good morning sir india perasitent modi 70litar,1
sir please dont allow release the movie based narendra modi this deceasing popularity can check out youtube likesdislikes views are not satisfied surely movie will flop which will effect election,1
this loser supposed high profile wheeler dealer during his masters tenure modi robbed his fortune,1
‘ you don’ vote you have right complain’ parineeti chopra ekta kapoor sidharth malhotra strongly respond modi’ ‘vote kar’ election 2019 initiative republic world,1
modi ruin indiacivilized nations rejected sezdraconian type,0
modi asking for apology entire nation full report card modi out now you will shocked see how india has changed last years  india now suffering from highest unemployment rate,-1
"chowkidar narendra modi
pakodewala narendra modi
gaurakshak narendra modi salesman narendra modi wanted global superpower ended the stupidest stall among global super capitalist economies ",1
325 1259 92291 04280 paid media spinning fake opinion polls favour modi but what the reality let’ calculate how modi going defeated badly tamilnadukeralaandhratelenganakarnatakaodissawest bengal 193 seats even during modi wave 2014,-1
and you dont want blame for this because they were power for merely 5560 years after independence lets blame modi and rss,-1
all the bjp rss netas are following modi bhai for telling lies yogi exceptioncong must expose both from all alternative available platforms bcoz most the media houses sold their conscience bjp rss the case with their journos,1
nirav modi challenges pmla court order auction painting bombay high court nirav modis firm sends legal notice revenue dept stop auction paintings division bench will hear the case march,1
modi bhakts gimmick garner more votes masood azhar the demon alive had killed for real not through rumours,1
recycle modi again via peddling tshirts asked for but got chaiwala ganga beta 2ab gujrat laal chowkidar godse missed the,0
one vote can make all the difference anil kapoor answers modis election 2019 clarion call extends support his vote kar campaign republic world,0
has problem with modis principles and policies but what worries him the chair which the people this nation bestowed modi voting him enmass,0
only middle men find problem with narendra modi,0
modi visited grave last mughal king bahadur shah zafar myanmar paid floral tributes and also tweeted his picture available google with grave bahadur shah zafar now directing your comments modi,1
and you dont want blame for this because they were power for merely 5560 years after independence lets blame modi and rss,-1
